director_name,ceremony,year,category,outcome,original_language
Stรฉphane Brizรฉ,Hawaii European Cinema Film Festival,2015,Princess Dialta Alliata di Montereale Award,Nominated,fr
Stรฉphane Brizรฉ,International Film Festival of India,2015,Golden Peacock,Nominated,fr
Stรฉphane Brizรฉ,Mar del Plata Film Festival,2015,Best Film,Nominated,fr
David Fincher,"Golden Globes, USA",2015,Golden Globe,Nominated,en
David Fincher,Primetime Emmy Awards,2015,Primetime Emmy,Nominated,en
David Fincher,Broadcast Film Critics Association Awards,2015,Critics Choice Award,Nominated,en
David Fincher,"Cinema Bloggers Awards, Portugal",2015,Cinema Bloggers Award,Nominated,en
David Fincher,CinEuphoria Awards,2015,CinEuphoria,Won,en
David Fincher,CinEuphoria Awards,2015,CinEuphoria,Nominated,en
David Fincher,Crรญticos de Cinema Online Portugueses Awards,2015,CCOP,Nominated,en
David Fincher,Film by the Sea International Film Festival,2015,The Pearl,Nominated,en
David Fincher,Gay and Lesbian Entertainment Critics Association (GALECA),2015,Dorian Award,Nominated,en
David Fincher,Georgia Film Critics Association (GFCA),2015,GFCA Award,Nominated,en
David Fincher,Gold Derby Awards,2015,Gold Derby Award,Nominated,en
David Fincher,International Online Cinema Awards (INOCA),2015,INOCA,Nominated,en
David Fincher,Iowa Film Critics Awards,2015,IFC Award,3rd place,en
David Fincher,Italian Online Movie Awards (IOMA),2015,IOMA,Nominated,en
David Fincher,North Carolina Film Critics Association,2015,NCFCA Award,Nominated,en
David Fincher,Online Film & Television Association,2015,OFTA Film Award,Nominated,en
David Fincher,PGA Awards,2015,PGA Award,Nominated,en
David Fincher,Seattle Film Critics Awards,2015,Seattle Film Critics Award,Nominated,en
Silvio Soldini,Chicago International Film Festival,2015,Gold Hugo,Nominated,it
Romed Wyder,"International Film Festival for Peace, Inspiration and Equality",2015,Award of Excellence,Won,en
Sam Raimi,Rondo Hatton Classic Horror Awards,2015,Rondo Statuette,Won,en
Francis Lawrence,"CinemaCon, USA",2015,CinemaCon Award,Won,en
Francis Lawrence,Georgia Film Critics Association (GFCA),2015,Oglethorpe Award for Excellence in Georgia Cinema,Nominated,en
Oliver Hirschbiegel,Edinburgh International Film Festival,2015,Best International Feature Film,Nominated,de
Oliver Hirschbiegel,German Directors Award Metropolis,2015,Metropolis,Won,de
Oliver Hirschbiegel,Munich Film Festival,2015,German Cinema Award for Peace,Won,de
Oliver Hirschbiegel,Valladolid International Film Festival,2015,Golden Spike,Nominated,de
Kevin Costner,AARP Movies for Grownups Awards,2015,Career Achievement Award,Won,en
Kevin Costner,Alliance of Women Film Journalists,2015,EDA Special Mention Award,Nominated,en
Kevin Costner,Broadcast Film Critics Association Awards,2015,Lifetime Achievement Award,Won,en
Pete Docter,Austin Film Critics Association,2015,Austin Film Critics Award,Won,en
Pete Docter,Awards Circuit Community Awards,2015,ACCA,Won,en
Pete Docter,Awards Circuit Community Awards,2015,ACCA,2nd place,en
Pete Docter,Chicago Film Critics Association Awards,2015,CFCA Award,Nominated,en
Pete Docter,"Detroit Film Critic Society, US",2015,DFCS Award,Nominated,en
Pete Docter,Florida Film Critics Circle Awards,2015,FFCC Award,Nominated,en
Pete Docter,Golden Schmoes Awards,2015,Golden Schmoes,Nominated,en
Pete Docter,Hollywood Film Awards,2015,Hollywood Film Award,Won,en
Pete Docter,Indiewire Critics' Poll,2015,ICP Award,Nominated,en
Pete Docter,International Online Cinema Awards (INOCA),2015,Halfway Award,Nominated,en
Pete Docter,Kansas City Film Critics Circle Awards,2015,KCFCC Award,Nominated,en
Pete Docter,Los Angeles Film Critics Association Awards,2015,LAFCA Award,2nd place,en
Pete Docter,Online Film Critics Society Awards,2015,OFCS Award,Nominated,en
Pete Docter,Phoenix Film Critics Society Awards,2015,PFCS Award,Won,en
Pete Docter,Satellite Awards,2015,Satellite Award,Nominated,en
Pete Docter,"Screenwriters Choice Awards, Online",2015,Screenplay Competition,Nominated,en
Pete Docter,Seattle International Film Festival,2015,Golden Space Needle Award,2nd place,en
Pete Docter,Southeastern Film Critics Association Awards,2015,SEFCA Award,2nd place,en
Pete Docter,"St. Louis Film Critics Association, US",2015,SLFCA Award,Nominated,en
Pete Docter,Utah Film Critics Association Awards,2015,UFCA Award,Won,en
Pete Docter,Washington DC Area Film Critics Association Awards,2015,WAFCA Award,Won,en
Bryan Singer,"Academy of Science Fiction, Fantasy & Horror Films, USA",2015,Saturn Award,Nominated,en
Bryan Singer,Jupiter Award,2015,Jupiter Award,Won,en
Volker Schlรถndorff,"Cรฉsar Awards, France",2015,Cรฉsar,Won,de
Chris Marker,"Cinema Eye Honors Awards, US",2015,Cinema Eye Honors Award,Won,en
Walter Salles,London Film Festival,2015,Grierson Award,Nominated,en
Walter Salles,Premios Fรฉnix (Fenix Film Awards),2015,Premio Fรฉnix,Nominated,en
Park Chan-wook,Berlin Fashion Film Festival,2015,BFFF Award,Won,ko
Chris Columbus,Gotham Awards,2015,Audience Award,Nominated,en
Alfonso Cuarรณn,International Online Film Critics' Poll,2015,IOFCP Award,Won,en
John Waters,Grammy Awards,2015,Grammy,Nominated,en
Lukas Moodysson,Chlotrudis Awards,2015,Chlotrudis Award,Won,en
M. Night Shyamalan,Rondo Hatton Classic Horror Awards,2015,Rondo Statuette,Nominated,en
John Woo,Tokyo International Film Festival,2015,Samurai Award,Won,en
Jan Svฤrรกk,Czech Lions,2015,Czech Lion,Nominated,cs
Doug Liman,"Academy of Science Fiction, Fantasy & Horror Films, USA",2015,Saturn Award,Nominated,en
Doug Liman,Hugo Awards,2015,Hugo,Nominated,en
Matthew Robbins,Bram Stoker Awards,2015,Bram Stoker Award,Nominated,en
Arend Agthe,Jerusalem Film Festival,2015,Cinematheque Young Critics Club Award for Best Children's Film,Nominated,en
Joe Dante,Rondo Hatton Classic Horror Awards,2015,Rondo Statuette,Nominated,en
Carlos Saldanha,Visual Effects Society Awards,2015,VES Award,Nominated,en
J.J. Abrams,Awards Circuit Community Awards,2015,ACCA,Nominated,en
J.J. Abrams,Dublin Film Critics Circle Awards,2015,DFCC,Nominated,en
J.J. Abrams,Golden Schmoes Awards,2015,Golden Schmoes,Nominated,en
J.J. Abrams,Guinness World Record Award,2015,Guinness World Record,Won,en
J.J. Abrams,Rondo Hatton Classic Horror Awards,2015,Rondo Statuette,2nd place,en
J.J. Abrams,"Screenwriters Choice Awards, Online",2015,Screenplay Competition,Nominated,en
J.J. Abrams,Visual Effects Society Awards,2015,Visionary Award,Won,en
Mel Brooks,Primetime Emmy Awards,2015,Primetime Emmy,Nominated,en
Gaspar Noรฉ,Cannes Film Festival,2015,Queer Palm,Nominated,en
Anders Thomas Jensen,Austin Fantastic Fest,2015,Best Director,Won,da
Anders Thomas Jensen,Neuchรขtel International Fantastic Film Festival,2015,Silver Mรฉliรจs Award,Won,da
Niki Caro,Heartland Film,2015,Truly Moving Picture Award,Won,en
Ken Loach,Turia Awards,2015,Audience Award,Won,en
Fernando Leรณn de Aranoa,Hamburg Film Festival,2015,Art Cinema Award,Nominated,es
Fernando Leรณn de Aranoa,Melbourne International Film Festival,2015,People's Choice Award,Nominated,es
Achim Bornhak,Locarno International Film Festival,2015,Golden Leopard - Filmmakers of the Present,Nominated,de
Sylvester Stallone,Austin Film Critics Association,2015,Austin Film Critics Award,Won,en
Sylvester Stallone,Awards Circuit Community Awards,2015,ACCA,Won,en
Sylvester Stallone,Black Film Critics Circle Awards,2015,BFCC Award,Won,en
Sylvester Stallone,Boston Online Film Critics Association,2015,BOFCA Award,Won,en
Sylvester Stallone,Boston Society of Film Critics Awards,2015,BSFC Award,2nd place,en
Sylvester Stallone,Chicago Film Critics Association Awards,2015,CFCA Award,Nominated,en
Sylvester Stallone,Florida Film Critics Circle Awards,2015,FFCC Award,Nominated,en
Sylvester Stallone,Golden Schmoes Awards,2015,Golden Schmoes,Won,en
Sylvester Stallone,Indiewire Critics' Poll,2015,ICP Award,2nd place,en
Sylvester Stallone,Kansas City Film Critics Circle Awards,2015,KCFCC Award,Nominated,en
Sylvester Stallone,Las Vegas Film Critics Society Awards,2015,Sierra Award,Won,en
Sylvester Stallone,"National Board of Review, USA",2015,NBR Award,Won,en
Sylvester Stallone,Online Film Critics Society Awards,2015,OFCS Award,Nominated,en
Sylvester Stallone,Phoenix Critics Circle,2015,PCC Award,Won,en
Sylvester Stallone,San Francisco Film Critics Circle,2015,SFFCC Award,Nominated,en
Sylvester Stallone,Satellite Awards,2015,Satellite Award,Nominated,en
Sylvester Stallone,Southeastern Film Critics Association Awards,2015,SEFCA Award,Won,en
Sylvester Stallone,"St. Louis Film Critics Association, US",2015,SLFCA Award,Won,en
Sylvester Stallone,Utah Film Critics Association Awards,2015,UFCA Award,Won,en
Sylvester Stallone,Village Voice Film Poll,2015,VVFP Award,2nd place,en
Sylvester Stallone,Washington DC Area Film Critics Association Awards,2015,WAFCA Award,Nominated,en
Robert De Niro,Hollywood Film Awards,2015,Career Achievement Award,Won,en
Bong Joon-ho,Baek Sang Art Awards,2015,Baek Sang Film,Nominated,ko
Bong Joon-ho,Central Ohio Film Critics Association,2015,COFCA Award,2nd place,ko
Bong Joon-ho,"Cinema Bloggers Awards, Portugal",2015,Cinema Bloggers Award,Won,ko
Bong Joon-ho,Georgia Film Critics Association (GFCA),2015,GFCA Award,Nominated,ko
Bong Joon-ho,International Cinephile Society Awards,2015,ICS Award,Nominated,ko
Bong Joon-ho,International Online Cinema Awards (INOCA),2015,INOCA,3rd place,ko
Bong Joon-ho,International Online Film Critics' Poll,2015,IOFCP Award,Nominated,ko
Bong Joon-ho,North Carolina Film Critics Association,2015,NCFCA Award,Nominated,ko
Bong Joon-ho,Seattle Film Critics Awards,2015,Seattle Film Critics Award,Nominated,ko
Andreas Prochaska,"Austrian Film Award, AT",2015,Austrian Film Award,Won,de
David Ayer,Georgia Film Critics Association (GFCA),2015,Oglethorpe Award for Excellence in Georgia Cinema,Nominated,en
Errol Morris,"Cinema Eye Honors Awards, US",2015,Cinema Eye Honors Award,Won,en
Errol Morris,News & Documentary Emmy Awards,2015,Emmy,Nominated,en
Todd Haynes,Adelaide Film Festival,2015,Foxtel Movies International Award,Nominated,en
Todd Haynes,Austin Film Critics Association,2015,Austin Film Critics Award,Nominated,en
Todd Haynes,Awards Circuit Community Awards,2015,ACCA,2nd place,en
Todd Haynes,Boston Society of Film Critics Awards,2015,BSFC Award,Won,en
Todd Haynes,Cannes Film Festival,2015,Queer Palm,Won,en
Todd Haynes,Cannes Film Festival,2015,Palme d'Or,Nominated,en
Todd Haynes,Chicago Film Critics Association Awards,2015,CFCA Award,Nominated,en
Todd Haynes,Chicago International Film Festival,2015,Q Hugo Award,Won,en
Todd Haynes,Dallas-Fort Worth Film Critics Association Awards,2015,DFWFCA Award,Nominated,en
Todd Haynes,Dublin Film Critics Circle Awards,2015,DFCC,2nd place,en
Todd Haynes,Florida Film Critics Circle Awards,2015,FFCC Award,2nd place,en
Todd Haynes,Gotham Awards,2015,Tribute Award,Won,en
Todd Haynes,Gotham Awards,2015,Gotham Independent Film Award,Nominated,en
Todd Haynes,Gotham Awards,2015,Audience Award,Nominated,en
Todd Haynes,Indiewire Critics' Poll,2015,ICP Award,2nd place,en
Todd Haynes,International Cinephile Society Awards,2015,ICS Cannes Award,Won,en
Todd Haynes,Los Angeles Film Critics Association Awards,2015,LAFCA Award,2nd place,en
Todd Haynes,New York Film Critics Circle Awards,2015,NYFCC Award,Won,en
Todd Haynes,Online Film Critics Society Awards,2015,OFCS Award,Nominated,en
Todd Haynes,San Francisco Film Critics Circle,2015,SFFCC Award,Nominated,en
Todd Haynes,"St. Louis Film Critics Association, US",2015,SLFCA Award,Nominated,en
Todd Haynes,Toronto Film Critics Association Awards,2015,TFCA Award,Won,en
Todd Haynes,Village Voice Film Poll,2015,VVFP Award,2nd place,en
Todd Haynes,Washington DC Area Film Critics Association Awards,2015,WAFCA Award,Nominated,en
Todd Haynes,Whistler Film Festival,2015,Audience Award,Won,en
Eva Neymann,Karlovy Vary International Film Festival,2015,Award of Ecumenical Jury - Special Mention,Won,en
Eva Neymann,Karlovy Vary International Film Festival,2015,Crystal Globe,Nominated,en
Eva Neymann,Odessa International Film Festival,2015,Golden Duke,Won,en
Renny Harlin,Razzie Awards,2015,Razzie Award,Nominated,en
Fenton Bailey,Primetime Emmy Awards,2015,Primetime Emmy,Nominated,en
Guillermo del Toro,"Academy of Science Fiction, Fantasy & Horror Films, USA",2015,Saturn Award,Nominated,en
Guillermo del Toro,Bram Stoker Awards,2015,Bram Stoker Award,Nominated,en
Guillermo del Toro,Fright Meter Awards,2015,Fright Meter Award,Nominated,en
Guillermo del Toro,Hollywood Makeup Artist and Hair Stylist Guild Awards,2015,Distinguished Artisan Award,Won,en
Guillermo del Toro,iHorror Awards,2015,iHorror Award,Nominated,en
Guillermo del Toro,PGA Awards,2015,PGA Award,Nominated,en
Guillermo del Toro,Rondo Hatton Classic Horror Awards,2015,Rondo Statuette,Nominated,en
Tobi Baumann,Giffoni Film Festival,2015,Golden Gryphon,Nominated,de
Michael Moore,Chicago International Film Festival,2015,Audience Choice Award,Won,en
Michael Moore,Chicago International Film Festival,2015,Gold Hugo,Nominated,en
Michael Moore,"Cinema Eye Honors Awards, US",2015,Cinema Eye Honors Award,Won,en
Michael Moore,Hamptons International Film Festival,2015,Audience Award,Won,en
Jonathan Caouette,"Cinema Eye Honors Awards, US",2015,Cinema Eye Honors Award,Won,en
Andy Tennant,News & Documentary Emmy Awards,2015,Emmy,Nominated,en
Lars Kraume,German Television Academy Awards,2015,German Television Academy Award,Nominated,de
Lars Kraume,Hessian Film Award,2015,Hessian Film Award,Won,de
Lars Kraume,Locarno International Film Festival,2015,Audience Award,Won,de
Lars Kraume,Locarno International Film Festival,2015,Variety Piazza Grande Award,Nominated,de
Mike Judge,Primetime Emmy Awards,2015,Primetime Emmy,Nominated,en
Mike Judge,"Directors Guild of America, USA",2015,DGA Award,Nominated,en
Mike Judge,"Writers Guild of America, USA",2015,WGA Award (TV),Nominated,en
Terry Zwigoff,"Cinema Eye Honors Awards, US",2015,Cinema Eye Honors Award,Won,en
Abdellatif Kechiche,Argentinean Film Critics Association Awards,2015,Silver Condor,Nominated,fr
Jacques Audiard,Cannes Film Festival,2015,Palme d'Or,Won,fr
Jacques Audiard,Oslo Films from the South Festival,2015,Audience Award,Won,fr
Rob Marshall,"Casting Society of America, USA",2015,Golden Apple Award,Won,en
Rob Marshall,Palm Springs International Film Festival,2015,Creative Impact in Directing Award,Won,en
Michelle MacLaren,PGA Awards,2015,PGA Award,Won,en
David O. Russell,"Capri, Hollywood",2015,Capri Original Screenplay Award,Won,en
David O. Russell,Grammy Awards,2015,Grammy,Nominated,en
David Evans,Hamburg Film Festival,2015,Political Film Award,Nominated,en
David Evans,Jerusalem Film Festival,2015,The Avner Shalev Yad Vashem Chairman's Award,Won,en
David Evans,Stockholm Film Festival,2015,Best Documentary,Nominated,en
Christopher McQuarrie,"Academy of Science Fiction, Fantasy & Horror Films, USA",2015,Saturn Award,Nominated,en
Christopher McQuarrie,Hugo Awards,2015,Hugo,Nominated,en
Paul Haggis,Black Film Festival Montreal,2015,Festival Prize,Won,en
Richard LaGravenese,Broadcast Film Critics Association Awards,2015,Critics Choice Award,Nominated,en
Richard LaGravenese,Traverse City Film Festival,2015,Founders Prize,Won,en
Sebastian Schipper,Bambi Awards,2015,Bambi,Nominated,de
Sebastian Schipper,Berlin International Film Festival,2015,Prize of the Guild of German Art House Cinemas,Won,de
Sebastian Schipper,Berlin International Film Festival,2015,"Reader Jury of the ""Berliner Morgenpost""",Won,de
Sebastian Schipper,Berlin International Film Festival,2015,Golden Berlin Bear,Nominated,de
Sebastian Schipper,Buenos Aires International Festival of Independent Cinema,2015,Best Feature Film - Avant-Garde and Genre,Nominated,de
Sebastian Schipper,European Film Awards,2015,European Film Award,Nominated,de
Sebastian Schipper,European Film Awards,2015,Audience Award,Nominated,de
Sebastian Schipper,German Film Awards,2015,Film Award in Gold,Won,de
Sebastian Schipper,Hawaii European Cinema Film Festival,2015,Princess Dialta Alliata di Montereale Award,Nominated,de
Sebastian Schipper,Melbourne International Film Festival,2015,People's Choice Award,Nominated,de
Sebastian Schipper,Norwegian International Film Festival,2015,Norwegian Film Critics Award,Won,de
Sebastian Schipper,San Diego Film Festival,2015,Festival Award,Won,de
Sebastian Schipper,San Diego Film Festival,2015,Festival Award,Nominated,de
Sebastian Schipper,Sydney Film Festival,2015,Sydney Film Prize,Nominated,de
Luc Jacquet,Adelaide Film Festival,2015,Foxtel Movies International Award,Nominated,fr
Luc Jacquet,Bergen International Film Festival,2015,University of Bergen's Gulluglen Award,Won,fr
Luc Jacquet,Cannes Film Festival,2015,Golden Eye,Nominated,fr
Luc Jacquet,Hamburg Film Festival,2015,Political Film Award,Nominated,fr
Stephen Norrington,"FilmQuest, US",2015,FilmQuest Cthulhu,Nominated,en
Dagur Kรกri,Cairo International Film Festival,2015,Silver Pyramid,Won,en
Dagur Kรกri,Cairo International Film Festival,2015,Golden Pyramid,Nominated,en
Dagur Kรกri,CPH PIX,2015,Politiken's Audience Award,Won,en
Dagur Kรกri,FEMF Festival of the European and Mediterrenean Film,2015,No Awards listed. Please create one in the box below.,Won,en
Dagur Kรกri,Nordic Council,2015,Nordic Council's Film Prize,Won,en
